soil_moisture_layer2,date,day,district,month,year
0.3202287632769562,2025-01-26,26,Sinazongwe,1,2025
0.4071051820784178,2025-01-26,26,Zimba,1,2025
0.4474568671976671,2025-01-26,26,Choma,1,2025
0.3916721841637958,2025-01-27,27,Livingstone,1,2025
0.4272174571349137,2025-01-27,27,Chikankanta,1,2025
0.3742444989318611,2025-01-27,27,Chirundu,1,2025
0.3331237381133932,2025-01-27,27,Gwembe,1,2025
0.4258120883098049,2025-01-27,27,Itezhi-Tezhi,1,2025
0.4671664080519105,2025-01-27,27,Kalomo,1,2025
0.4099256099514984,2025-01-27,27,Kazungula,1,2025
0.4867570309115042,2025-01-27,27,Mazabuka,1,2025
0.4547462410906294,2025-01-27,27,Monze,1,2025
0.4692552215844745,2025-01-27,27,Namwala,1,2025
0.4256148958120846,2025-01-27,27,Pemba,1,2025
0.3515917747437556,2025-01-27,27,Siavonga,1,2025
0.3134912616206094,2025-01-27,27,Sinazongwe,1,2025
0.3984867398180085,2025-01-27,27,Zimba,1,2025
0.446472727665761,2025-01-27,27,Choma,1,2025
0.3825944243279652,2025-01-28,28,Livingstone,1,2025
0.4380037330936592,2025-01-28,28,Chikankanta,1,2025
0.4198211007727279,2025-01-28,28,Chirundu,1,2025
0.34803329559325,2025-01-28,28,Gwembe,1,2025
0.4481940322853627,2025-01-28,28,Itezhi-Tezhi,1,2025
0.4725667498810125,2025-01-28,28,Kalomo,1,2025
0.4174137927018994,2025-01-28,28,Kazungula,1,2025
0.490754942441769,2025-01-28,28,Mazabuka,1,2025
0.4706915034890371,2025-01-28,28,Monze,1,2025
0.4876140031455473,2025-01-28,28,Namwala,1,2025
0.4444840562931208,2025-01-28,28,Pemba,1,2025
0.3778982846721043,2025-01-28,28,Siavonga,1,2025
0.313272382372373,2025-01-28,28,Sinazongwe,1,2025
0.3917448682609142,2025-01-28,28,Zimba,1,2025
0.4534409474477646,2025-01-28,28,Choma,1,2025
0.37368541679777,2025-01-29,29,Livingstone,1,2025
0.4436825911616295,2025-01-29,29,Chikankanta,1,2025
0.4230998157464455,2025-01-29,29,Chirundu,1,2025
0.3536034381770928,2025-01-29,29,Gwembe,1,2025
0.4443648391401326,2025-01-29,29,Itezhi-Tezhi,1,2025
0.4700305740454528,2025-01-29,29,Kalomo,1,2025
0.4188130397591626,2025-01-29,29,Kazungula,1,2025
0.4926515850882333,2025-01-29,29,Mazabuka,1,2025
0.4842265583718251,2025-01-29,29,Monze,1,2025
0.4813343802366808,2025-01-29,29,Namwala,1,2025
0.4593020050200251,2025-01-29,29,Pemba,1,2025
0.3868323185915522,2025-01-29,29,Siavonga,1,2025
0.3093191738966223,2025-01-29,29,Sinazongwe,1,2025
0.3843037754471539,2025-01-29,29,Zimba,1,2025
0.4596251498193026,2025-01-29,29,Choma,1,2025
0.3640464936298022,2025-01-30,30,Livingstone,1,2025
0.4264325686054646,2025-01-30,30,Chikankanta,1,2025
0.3988210173742416,2025-01-30,30,Chirundu,1,2025
0.3385578446510225,2025-01-30,30,Gwembe,1,2025
0.4362074250261645,2025-01-30,30,Itezhi-Tezhi,1,2025
0.4628714093995598,2025-01-30,30,Kalomo,1,2025
0.4102791781590983,2025-01-30,30,Kazungula,1,2025
0.4814088369676472,2025-01-30,30,Mazabuka,1,2025
0.4746895546349376,2025-01-30,30,Monze,1,2025
0.4701040496709761,2025-01-30,30,Namwala,1,2025
0.4525402089881183,2025-01-30,30,Pemba,1,2025
0.3656583742163646,2025-01-30,30,Siavonga,1,2025
0.3015919868250659,2025-01-30,30,Sinazongwe,1,2025
0.3754682962389288,2025-01-30,30,Zimba,1,2025
0.4559835511017624,2025-01-30,30,Choma,1,2025
0.3549368271031896,2025-01-31,31,Livingstone,1,2025
0.4237070290855017,2025-01-31,31,Chikankanta,1,2025
0.3811019949439199,2025-01-31,31,Chirundu,1,2025
