feature_id,year,Drought_Days
MARKOUNDA,2009,4
MARKOUNDA,2010,0
MARKOUNDA,2011,0
MARKOUNDA,2012,0
MARKOUNDA,2013,6
MARKOUNDA,2014,3
MARKOUNDA,2015,41
MARKOUNDA,2016,8
MARKOUNDA,2017,0
MARKOUNDA,2018,9
MARKOUNDA,2019,0
MARKOUNDA,2020,21
MARKOUNDA,2021,14
MARKOUNDA,2022,5
MARKOUNDA,2023,23
MARKOUNDA,2024,38
MARKOUNDA,2025,50
MARONDERA,2000,18
MARONDERA,2001,74
MARONDERA,2002,46
MARONDERA,2003,10
MARONDERA,2004,72
MARONDERA,2005,0
MARONDERA,2006,19
MARONDERA,2007,76
MARONDERA,2008,0
MARONDERA,2009,29
MARONDERA,2010,11
MARONDERA,2011,0
MARONDERA,2012,0
MARONDERA,2013,1
MARONDERA,2014,16
MARONDERA,2015,42
MARONDERA,2016,0
MARONDERA,2017,18
MARONDERA,2018,24
MARONDERA,2019,82
MARONDERA,2020,17
MARONDERA,2021,17
MARONDERA,2022,11
MARONDERA,2023,86
MARONDERA,2024,20
MARONDERA,2025,0
MARRACUENE,2000,9
MARRACUENE,2001,65
MARRACUENE,2002,46
MARRACUENE,2003,13
MARRACUENE,2004,24
MARRACUENE,2005,0
MARRACUENE,2006,57
MARRACUENE,2007,42
MARRACUENE,2008,22
MARRACUENE,2009,20
MARRACUENE,2010,49
MARRACUENE,2011,38
MARRACUENE,2012,25
MARRACUENE,2013,0
MARRACUENE,2014,48
MARRACUENE,2015,69
MARRACUENE,2016,0
MARRACUENE,2017,22
MARRACUENE,2018,5
MARRACUENE,2019,9
MARRACUENE,2020,3
MARRACUENE,2021,42
MARRACUENE,2022,15
MARRACUENE,2023,41
MARRACUENE,2024,0
MARRACUENE,2025,5
MARROMEU,2000,0
MARROMEU,2001,28
MARROMEU,2002,19
MARROMEU,2003,18
MARROMEU,2004,76
MARROMEU,2005,0
MARROMEU,2006,0
MARROMEU,2007,31
MARROMEU,2008,26
MARROMEU,2009,30
MARROMEU,2010,6
MARROMEU,2011,42
MARROMEU,2012,46
MARROMEU,2013,0
MARROMEU,2014,0
MARROMEU,2015,57
MARROMEU,2016,0
MARROMEU,2017,0
MARROMEU,2018,1
MARROMEU,2019,55
MARROMEU,2020,24
MARROMEU,2021,15
MARROMEU,2022,9
MARROMEU,2023,80
MARROMEU,2024,18
MARROMEU,2025,24
MARRUPA,2000,0
MARRUPA,2001,0
MARRUPA,2002,21
MARRUPA,2003,14
MARRUPA,2004,62
MARRUPA,2005,32
MARRUPA,2006,4
MARRUPA,2007,32
MARRUPA,2008,17
MARRUPA,2009,22
MARRUPA,2010,25
MARRUPA,2011,1
MARRUPA,2012,43
MARRUPA,2013,10
MARRUPA,2014,41
MARRUPA,2015,10
MARRUPA,2016,34
MARRUPA,2017,16
MARRUPA,2018,4
MARRUPA,2019,55
MARRUPA,2020,7
MARRUPA,2021,15
MARRUPA,2022,5
MARRUPA,2023,48
MARRUPA,2024,37
MARRUPA,2025,9
MARU,2000,0
MARU,2001,0
MARU,2002,5
MARU,2003,0
MARU,2004,0
MARU,2005,0
MARU,2006,3
MARU,2007,0
MARU,2008,0
MARU,2009,0
MARU,2010,0
MARU,2011,19
MARU,2012,0
MARU,2013,0
MARU,2014,0
MARU,2015,35
MARU,2016,0
MARU,2017,0
MARU,2018,0
MARU,2019,0
MARU,2020,2
MARU,2021,22
MARU,2022,13
MARU,2023,18
MARU,2024,31
MARU,2025,0
MARUZI,2000,40
MARUZI,2001,0
MARUZI,2002,0
MARUZI,2003,1
MARUZI,2004,12
MARUZI,2005,0
MARUZI,2006,0
MARUZI,2007,11
MARUZI,2008,16
MARUZI,2009,13
MARUZI,2010,0
MARUZI,2011,3
MARUZI,2012,0
MARUZI,2013,21
MARUZI,2014,0
MARUZI,2015,0
MARUZI,2016,10
MARUZI,2017,41
MARUZI,2018,0
MARUZI,2019,0
MARUZI,2020,0
MARUZI,2021,12
MARUZI,2022,17
MARUZI,2023,16
MARUZI,2024,35
MARUZI,2025,22
MASAITI,2000,0
MASAITI,2001,14
MASAITI,2002,9
MASAITI,2003,17
MASAITI,2004,65
MASAITI,2005,0
MASAITI,2006,56
MASAITI,2007,48
MASAITI,2008,5
MASAITI,2009,1
MASAITI,2010,4
MASAITI,2011,3
MASAITI,2012,33
MASAITI,2013,5
MASAITI,2014,15
MASAITI,2015,15
MASAITI,2016,9
MASAITI,2017,20
MASAITI,2018,24
MASAITI,2019,6
MASAITI,2020,0
MASAITI,2021,6
MASAITI,2022,1
MASAITI,2023,68
MASAITI,2024,41
MASAITI,2025,3
MASASI,2000,0
MASASI,2001,3
MASASI,2002,91
MASASI,2003,9
MASASI,2004,61
MASASI,2005,47
MASASI,2006,0
MASASI,2007,60
MASASI,2008,38
MASASI,2009,64
MASASI,2010,34
MASASI,2011,10
MASASI,2012,55
MASASI,2013,11
MASASI,2014,42
MASASI,2015,2
MASASI,2016,21
MASASI,2017,7
MASASI,2018,38
MASASI,2019,35
MASASI,2020,2
MASASI,2021,16
MASASI,2022,34
MASASI,2023,0
MASASI,2024,64
MASASI,2025,4
MASASI TOWN,2000,0
MASASI TOWN,2001,3
MASASI TOWN,2002,89
MASASI TOWN,2003,7
MASASI TOWN,2004,64
MASASI TOWN,2005,50
MASASI TOWN,2006,2
MASASI TOWN,2007,60
MASASI TOWN,2008,35
MASASI TOWN,2009,74
MASASI TOWN,2010,34
MASASI TOWN,2011,11
MASASI TOWN,2012,57
MASASI TOWN,2013,14
MASASI TOWN,2014,68
MASASI TOWN,2015,4
MASASI TOWN,2016,21
MASASI TOWN,2017,9
MASASI TOWN,2018,38
MASASI TOWN,2019,65
MASASI TOWN,2020,2
MASASI TOWN,2021,16
MASASI TOWN,2022,34
MASASI TOWN,2023,0
MASASI TOWN,2024,69
MASASI TOWN,2025,6
MASEYISINI,2000,0
MASEYISINI,2001,17
MASEYISINI,2002,24
MASEYISINI,2003,0
MASEYISINI,2004,1
MASEYISINI,2005,0
MASEYISINI,2006,60
MASEYISINI,2007,26
MASEYISINI,2008,13
MASEYISINI,2009,0
MASEYISINI,2010,34
MASEYISINI,2011,15
MASEYISINI,2012,0
MASEYISINI,2013,6
MASEYISINI,2014,2
MASEYISINI,2015,61
MASEYISINI,2016,28
MASEYISINI,2017,16
MASEYISINI,2018,4
MASEYISINI,2019,9
MASEYISINI,2020,2
MASEYISINI,2021,4
MASEYISINI,2022,30
MASEYISINI,2023,46
MASEYISINI,2024,1
MASEYISINI,2025,20
MASHARE,2000,22
MASHARE,2001,35
MASHARE,2002,46
MASHARE,2003,6
MASHARE,2004,46
MASHARE,2005,0
MASHARE,2006,28
MASHARE,2007,2
MASHARE,2008,5
MASHARE,2009,7
MASHARE,2010,0
MASHARE,2011,0
MASHARE,2012,77
MASHARE,2013,0
MASHARE,2014,79
MASHARE,2015,27
MASHARE,2016,0
MASHARE,2017,25
MASHARE,2018,72
MASHARE,2019,2
MASHARE,2020,0
MASHARE,2021,10
MASHARE,2022,46
MASHARE,2023,60
MASHARE,2024,16
MASHARE,2025,0
MASHEGU,2000,0
MASHEGU,2001,0
MASHEGU,2002,0
MASHEGU,2003,2
MASHEGU,2004,0
MASHEGU,2005,0
MASHEGU,2006,3
MASHEGU,2007,15
MASHEGU,2008,8
MASHEGU,2009,3
MASHEGU,2010,5
MASHEGU,2011,0
MASHEGU,2012,0
MASHEGU,2013,10
MASHEGU,2014,0
MASHEGU,2015,27
MASHEGU,2016,0
MASHEGU,2017,0
MASHEGU,2018,6
MASHEGU,2019,0
MASHEGU,2020,10
MASHEGU,2021,32
MASHEGU,2022,6
MASHEGU,2023,1
MASHEGU,2024,42
MASHEGU,2025,19
MASHI,2000,0
MASHI,2001,0
MASHI,2002,0
MASHI,2003,0
MASHI,2004,0
MASHI,2005,5
MASHI,2006,5
MASHI,2007,0
MASHI,2008,5
MASHI,2009,2
MASHI,2010,5
MASHI,2011,0
MASHI,2012,0
MASHI,2013,0
MASHI,2014,0
MASHI,2015,5
MASHI,2016,0
MASHI,2017,5
MASHI,2018,0
MASHI,2019,0
MASHI,2020,0
MASHI,2021,0
MASHI,2022,0
MASHI,2023,0
MASHI,2024,0
MASHI,2025,0
MASHTUL AS-SUQ,2000,19
MASHTUL AS-SUQ,2001,19
MASHTUL AS-SUQ,2002,0
MASHTUL AS-SUQ,2003,0
MASHTUL AS-SUQ,2004,0
MASHTUL AS-SUQ,2005,0
MASHTUL AS-SUQ,2006,0
MASHTUL AS-SUQ,2007,0
MASHTUL AS-SUQ,2008,0
MASHTUL AS-SUQ,2009,0
MASHTUL AS-SUQ,2010,19
MASHTUL AS-SUQ,2011,0
MASHTUL AS-SUQ,2012,0
MASHTUL AS-SUQ,2013,0
MASHTUL AS-SUQ,2014,0
MASHTUL AS-SUQ,2015,19
MASHTUL AS-SUQ,2016,0
MASHTUL AS-SUQ,2017,0
MASHTUL AS-SUQ,2018,19
MASHTUL AS-SUQ,2019,0
MASHTUL AS-SUQ,2020,0
MASHTUL AS-SUQ,2021,0
MASHTUL AS-SUQ,2022,0
MASHTUL AS-SUQ,2023,0
MASHTUL AS-SUQ,2024,0
MASHTUL AS-SUQ,2025,0
MASINGA,2000,61
MASINGA,2001,21
MASINGA,2002,0
MASINGA,2003,6
MASINGA,2004,0
MASINGA,2005,0
MASINGA,2006,0
MASINGA,2007,1
MASINGA,2008,23
MASINGA,2009,88
MASINGA,2010,0
MASINGA,2011,1
MASINGA,2012,12
MASINGA,2013,0
MASINGA,2014,2
MASINGA,2015,0
MASINGA,2016,0
MASINGA,2017,12
MASINGA,2018,0
MASINGA,2019,16
MASINGA,2020,0
MASINGA,2021,0
MASINGA,2022,88
MASINGA,2023,45
MASINGA,2024,0
MASINGA,2025,0
MASISI,2000,0
MASISI,2001,0
MASISI,2002,11
MASISI,2003,12
MASISI,2004,2
MASISI,2005,0
MASISI,2006,0
MASISI,2007,0
MASISI,2008,2
MASISI,2009,0
MASISI,2010,0
MASISI,2011,25
MASISI,2012,0
MASISI,2013,1
MASISI,2014,33
MASISI,2015,20
MASISI,2016,21
MASISI,2017,0
MASISI,2018,0
MASISI,2019,5
MASISI,2020,16
MASISI,2021,4
MASISI,2022,8
MASISI,2023,0
MASISI,2024,21
MASISI,2025,0
MASSINGA,2000,8
MASSINGA,2001,58
MASSINGA,2002,39
MASSINGA,2003,12
MASSINGA,2004,87
MASSINGA,2005,0
MASSINGA,2006,14
MASSINGA,2007,53
MASSINGA,2008,0
MASSINGA,2009,30
MASSINGA,2010,24
MASSINGA,2011,10
MASSINGA,2012,1
MASSINGA,2013,0
MASSINGA,2014,35
MASSINGA,2015,92
MASSINGA,2016,0
MASSINGA,2017,33
MASSINGA,2018,0
MASSINGA,2019,95
MASSINGA,2020,0
MASSINGA,2021,36
MASSINGA,2022,9
MASSINGA,2023,9
MASSINGA,2024,58
MASSINGA,2025,0
MASUNGU,2000,0
MASUNGU,2001,33
MASUNGU,2002,96
MASUNGU,2003,50
MASUNGU,2004,5
MASUNGU,2005,52
MASUNGU,2006,0
MASUNGU,2007,24
MASUNGU,2008,2
MASUNGU,2009,0
MASUNGU,2010,10
MASUNGU,2011,43
MASUNGU,2012,33
MASUNGU,2013,86
MASUNGU,2014,0
MASUNGU,2015,59
MASUNGU,2016,30
MASUNGU,2017,0
MASUNGU,2018,27
MASUNGU,2019,25
MASUNGU,2020,38
MASUNGU,2021,0
MASUNGU,2022,17
MASUNGU,2023,15
MASUNGU,2024,61
MASUNGU,2025,0
MASVINGO,2000,0
MASVINGO,2001,24
MASVINGO,2002,76
MASVINGO,2003,34
MASVINGO,2004,21
MASVINGO,2005,67
MASVINGO,2006,0
MASVINGO,2007,20
MASVINGO,2008,75
MASVINGO,2009,0
MASVINGO,2010,30
MASVINGO,2011,42
MASVINGO,2012,73
MASVINGO,2013,33
MASVINGO,2014,0
MASVINGO,2015,33
MASVINGO,2016,48
MASVINGO,2017,0
MASVINGO,2018,15
MASVINGO,2019,35
MASVINGO,2020,63
MASVINGO,2021,12
MASVINGO,2022,41
MASVINGO,2023,5
MASVINGO,2024,103
MASVINGO,2025,0
MASWA,2000,73
MASWA,2001,22
MASWA,2002,5
MASWA,2003,12
MASWA,2004,36
MASWA,2005,22
MASWA,2006,0
MASWA,2007,18
MASWA,2008,55
MASWA,2009,21
MASWA,2010,0
MASWA,2011,15
MASWA,2012,10
MASWA,2013,0
MASWA,2014,67
MASWA,2015,0
MASWA,2016,5
MASWA,2017,75
MASWA,2018,0
MASWA,2019,12
MASWA,2020,0
MASWA,2021,0
MASWA,2022,26
MASWA,2023,0
MASWA,2024,0
MASWA,2025,0
MATALA,2000,23
MATALA,2001,10
MATALA,2002,9
MATALA,2003,14
MATALA,2004,1
MATALA,2005,39
MATALA,2006,0
MATALA,2007,28
MATALA,2008,11
MATALA,2009,6
MATALA,2010,0
MATALA,2011,51
MATALA,2012,63
MATALA,2013,23
MATALA,2014,111
MATALA,2015,3
MATALA,2016,5
MATALA,2017,0
MATALA,2018,96
MATALA,2019,3
MATALA,2020,64
MATALA,2021,40
MATALA,2022,37
MATALA,2023,60
MATALA,2024,32
MATALA,2025,0
MATANA,2000,40
MATANA,2001,13
MATANA,2002,55
MATANA,2003,5
MATANA,2004,16
MATANA,2005,14
MATANA,2006,3
MATANA,2007,20
MATANA,2008,27
MATANA,2009,9
MATANA,2010,12
MATANA,2011,9
MATANA,2012,3
MATANA,2013,29
MATANA,2014,15
MATANA,2015,8
MATANA,2016,23
MATANA,2017,18
MATANA,2018,16
MATANA,2019,11
MATANA,2020,18
MATANA,2021,17
MATANA,2022,15
MATANA,2023,21
MATANA,2024,12
MATANA,2025,9
MATAY,2000,19
MATAY,2001,19
MATAY,2002,0
MATAY,2003,0
MATAY,2004,0
MATAY,2005,0
MATAY,2006,0
MATAY,2007,0
MATAY,2008,0
MATAY,2009,0
MATAY,2010,0
MATAY,2011,0
MATAY,2012,0
MATAY,2013,0
MATAY,2014,0
MATAY,2015,0
MATAY,2016,19
MATAY,2017,19
MATAY,2018,19
MATAY,2019,19
MATAY,2020,0
MATAY,2021,0
MATAY,2022,0
MATAY,2023,0
MATAY,2024,0
MATAY,2025,0
MATAYOS,2000,10
MATAYOS,2001,1
MATAYOS,2002,12
MATAYOS,2003,0
MATAYOS,2004,0
MATAYOS,2005,1
MATAYOS,2006,2
MATAYOS,2007,12
MATAYOS,2008,1
MATAYOS,2009,10
MATAYOS,2010,0
MATAYOS,2011,0
MATAYOS,2012,0
MATAYOS,2013,19
MATAYOS,2014,1
MATAYOS,2015,0
MATAYOS,2016,12
MATAYOS,2017,12
MATAYOS,2018,2
MATAYOS,2019,0
MATAYOS,2020,0
MATAYOS,2021,2
MATAYOS,2022,0
MATAYOS,2023,2
MATAYOS,2024,16
MATAYOS,2025,5
MATAZU,2000,9
MATAZU,2001,0
MATAZU,2002,3
MATAZU,2003,0
MATAZU,2004,0
MATAZU,2005,0
MATAZU,2006,7
MATAZU,2007,0
MATAZU,2008,16
MATAZU,2009,0
MATAZU,2010,0
MATAZU,2011,0
MATAZU,2012,0
MATAZU,2013,0
MATAZU,2014,0
MATAZU,2015,22
MATAZU,2016,0
MATAZU,2017,0
MATAZU,2018,12
MATAZU,2019,0
MATAZU,2020,5
MATAZU,2021,28
MATAZU,2022,6
MATAZU,2023,8
MATAZU,2024,14
MATAZU,2025,11
MATHIRA,2000,47
MATHIRA,2001,35
MATHIRA,2002,17
MATHIRA,2003,8
MATHIRA,2004,0
MATHIRA,2005,6
MATHIRA,2006,32
MATHIRA,2007,0
MATHIRA,2008,14
MATHIRA,2009,0
MATHIRA,2010,2
MATHIRA,2011,0
MATHIRA,2012,11
MATHIRA,2013,30
MATHIRA,2014,7
MATHIRA,2015,0
MATHIRA,2016,12
MATHIRA,2017,29
MATHIRA,2018,0
MATHIRA,2019,22
MATHIRA,2020,17
MATHIRA,2021,7
MATHIRA,2022,54
MATHIRA,2023,11
MATHIRA,2024,11
MATHIRA,2025,9
MATOBO,2000,0
MATOBO,2001,35
MATOBO,2002,86
MATOBO,2003,33
MATOBO,2004,8
MATOBO,2005,62
MATOBO,2006,0
MATOBO,2007,24
MATOBO,2008,64
MATOBO,2009,0
MATOBO,2010,14
MATOBO,2011,50
MATOBO,2012,67
MATOBO,2013,99
MATOBO,2014,0
MATOBO,2015,49
MATOBO,2016,31
MATOBO,2017,0
MATOBO,2018,24
MATOBO,2019,31
MATOBO,2020,36
MATOBO,2021,0
MATOBO,2022,19
MATOBO,2023,31
MATOBO,2024,112
MATOBO,2025,0
MATONGO,2000,61
MATONGO,2001,23
MATONGO,2002,45
MATONGO,2003,9
MATONGO,2004,21
MATONGO,2005,16
MATONGO,2006,2
MATONGO,2007,32
MATONGO,2008,24
MATONGO,2009,12
MATONGO,2010,5
MATONGO,2011,6
MATONGO,2012,5
MATONGO,2013,20
MATONGO,2014,24
MATONGO,2015,7
MATONGO,2016,42
MATONGO,2017,16
MATONGO,2018,18
MATONGO,2019,15
MATONGO,2020,12
MATONGO,2021,14
MATONGO,2022,14
MATONGO,2023,28
MATONGO,2024,10
MATONGO,2025,11
MATSANJENI NORTH,2000,0
MATSANJENI NORTH,2001,20
MATSANJENI NORTH,2002,12
MATSANJENI NORTH,2003,17
MATSANJENI NORTH,2004,22
MATSANJENI NORTH,2005,6
MATSANJENI NORTH,2006,63
MATSANJENI NORTH,2007,21
MATSANJENI NORTH,2008,1
MATSANJENI NORTH,2009,7
MATSANJENI NORTH,2010,24
MATSANJENI NORTH,2011,16
MATSANJENI NORTH,2012,0
MATSANJENI NORTH,2013,11
MATSANJENI NORTH,2014,9
MATSANJENI NORTH,2015,66
MATSANJENI NORTH,2016,0
MATSANJENI NORTH,2017,31
MATSANJENI NORTH,2018,27
MATSANJENI NORTH,2019,9
MATSANJENI NORTH,2020,1
MATSANJENI NORTH,2021,23
MATSANJENI NORTH,2022,14
MATSANJENI NORTH,2023,41
MATSANJENI NORTH,2024,7
MATSANJENI NORTH,2025,0
MATUGA,2000,0
MATUGA,2001,0
MATUGA,2002,33
MATUGA,2003,43
MATUGA,2004,48
MATUGA,2005,19
MATUGA,2006,0
MATUGA,2007,5
MATUGA,2008,3
MATUGA,2009,24
MATUGA,2010,0
MATUGA,2011,28
MATUGA,2012,36
MATUGA,2013,0
MATUGA,2014,0
MATUGA,2015,8
MATUGA,2016,42
MATUGA,2017,0
MATUGA,2018,0
MATUGA,2019,3
MATUGA,2020,0
MATUGA,2021,49
MATUGA,2022,26
MATUGA,2023,9
MATUGA,2024,2
MATUGA,2025,0
MATUNGU,2000,26
MATUNGU,2001,0
MATUNGU,2002,6
MATUNGU,2003,0
MATUNGU,2004,0
MATUNGU,2005,1
MATUNGU,2006,0
MATUNGU,2007,0
MATUNGU,2008,1
MATUNGU,2009,24
MATUNGU,2010,0
MATUNGU,2011,0
MATUNGU,2012,0
MATUNGU,2013,4
MATUNGU,2014,0
MATUNGU,2015,0
MATUNGU,2016,10
MATUNGU,2017,27
MATUNGU,2018,0
MATUNGU,2019,0
MATUNGU,2020,0
MATUNGU,2021,8
MATUNGU,2022,0
MATUNGU,2023,8
MATUNGU,2024,2
MATUNGU,2025,0
MATUNGULU,2000,73
MATUNGULU,2001,42
MATUNGULU,2002,0
MATUNGULU,2003,12
MATUNGULU,2004,0
MATUNGULU,2005,0
MATUNGULU,2006,0
MATUNGULU,2007,0
MATUNGULU,2008,43
MATUNGULU,2009,88
MATUNGULU,2010,0
MATUNGULU,2011,47
MATUNGULU,2012,12
MATUNGULU,2013,0
MATUNGULU,2014,10
MATUNGULU,2015,0
MATUNGULU,2016,0
MATUNGULU,2017,20
MATUNGULU,2018,0
MATUNGULU,2019,16
MATUNGULU,2020,0
MATUNGULU,2021,2
MATUNGULU,2022,88
MATUNGULU,2023,0
MATUNGULU,2024,0
MATUNGULU,2025,0
MATÉRI,2000,0
MATÉRI,2001,0
MATÉRI,2002,0
MATÉRI,2003,0
MATÉRI,2004,0
MATÉRI,2005,0
MATÉRI,2006,0
MATÉRI,2007,0
MATÉRI,2008,0
MATÉRI,2009,0
MATÉRI,2010,0
MATÉRI,2011,0
MATÉRI,2012,0
MATÉRI,2013,0
MATÉRI,2014,0
MATÉRI,2015,0
MATÉRI,2016,0
MATÉRI,2017,0
MATÉRI,2018,0
MATÉRI,2019,0
MATÉRI,2020,0
MATÉRI,2021,0
MATÉRI,2022,0
MATÉRI,2023,0
MATÉRI,2024,0
MATÉRI,2025,0
MAVOKO,2000,75
MAVOKO,2001,0
MAVOKO,2002,0
MAVOKO,2003,15
MAVOKO,2004,0
MAVOKO,2005,0
MAVOKO,2006,0
MAVOKO,2007,10
MAVOKO,2008,51
MAVOKO,2009,88
MAVOKO,2010,0
MAVOKO,2011,66
MAVOKO,2012,11
MAVOKO,2013,0
MAVOKO,2014,30
MAVOKO,2015,0
MAVOKO,2016,0
MAVOKO,2017,18
MAVOKO,2018,0
MAVOKO,2019,16
MAVOKO,2020,0
MAVOKO,2021,0
MAVOKO,2022,88
MAVOKO,2023,0
MAVOKO,2024,0
MAVOKO,2025,0
MAWOGOLA,2000,10
MAWOGOLA,2001,0
MAWOGOLA,2002,0
MAWOGOLA,2003,17
MAWOGOLA,2004,30
MAWOGOLA,2005,9
MAWOGOLA,2006,0
MAWOGOLA,2007,80
MAWOGOLA,2008,19
MAWOGOLA,2009,59
MAWOGOLA,2010,0
MAWOGOLA,2011,0
MAWOGOLA,2012,20
MAWOGOLA,2013,0
MAWOGOLA,2014,39
MAWOGOLA,2015,39
MAWOGOLA,2016,24
MAWOGOLA,2017,54
MAWOGOLA,2018,0
MAWOGOLA,2019,40
MAWOGOLA,2020,0
MAWOGOLA,2021,12
MAWOGOLA,2022,28
MAWOGOLA,2023,0
MAWOGOLA,2024,47
MAWOGOLA,2025,9
MAWOKOTA,2000,0
MAWOKOTA,2001,0
MAWOKOTA,2002,11
MAWOKOTA,2003,29
MAWOKOTA,2004,13
MAWOKOTA,2005,20
MAWOKOTA,2006,0
MAWOKOTA,2007,48
MAWOKOTA,2008,16
MAWOKOTA,2009,19
MAWOKOTA,2010,0
MAWOKOTA,2011,0
MAWOKOTA,2012,9
MAWOKOTA,2013,19
MAWOKOTA,2014,4
MAWOKOTA,2015,14
MAWOKOTA,2016,40
MAWOKOTA,2017,6
MAWOKOTA,2018,0
MAWOKOTA,2019,3
MAWOKOTA,2020,0
MAWOKOTA,2021,34
MAWOKOTA,2022,87
MAWOKOTA,2023,36
MAWOKOTA,2024,55
MAWOKOTA,2025,54
MAYIWANE,2000,13
MAYIWANE,2001,9
MAYIWANE,2002,37
MAYIWANE,2003,21
MAYIWANE,2004,21
MAYIWANE,2005,0
MAYIWANE,2006,46
MAYIWANE,2007,21
MAYIWANE,2008,4
MAYIWANE,2009,10
MAYIWANE,2010,25
MAYIWANE,2011,72
MAYIWANE,2012,0
MAYIWANE,2013,0
MAYIWANE,2014,26
MAYIWANE,2015,68
MAYIWANE,2016,0
MAYIWANE,2017,25
MAYIWANE,2018,4
MAYIWANE,2019,9
MAYIWANE,2020,0
MAYIWANE,2021,40
MAYIWANE,2022,14
MAYIWANE,2023,38
MAYIWANE,2024,0
MAYIWANE,2025,11
MAYO DANAY,2000,0
MAYO DANAY,2001,0
MAYO DANAY,2002,2
MAYO DANAY,2003,0
MAYO DANAY,2004,0
MAYO DANAY,2005,0
MAYO DANAY,2006,0
MAYO DANAY,2007,6
MAYO DANAY,2008,0
MAYO DANAY,2009,2
MAYO DANAY,2010,0
MAYO DANAY,2011,0
MAYO DANAY,2012,0
MAYO DANAY,2013,0
MAYO DANAY,2014,0
MAYO DANAY,2015,3
MAYO DANAY,2016,0
MAYO DANAY,2017,0
MAYO DANAY,2018,0
MAYO DANAY,2019,0
MAYO DANAY,2020,0
MAYO DANAY,2021,6
MAYO DANAY,2022,5
MAYO DANAY,2023,0
MAYO DANAY,2024,0
MAYO DANAY,2025,0
MAYO KANI,2000,0
MAYO KANI,2001,0
MAYO KANI,2002,4
MAYO KANI,2003,0
MAYO KANI,2004,0
MAYO KANI,2005,0
MAYO KANI,2006,5
MAYO KANI,2007,9
MAYO KANI,2008,0
MAYO KANI,2009,3
MAYO KANI,2010,0
MAYO KANI,2011,0
MAYO KANI,2012,0
MAYO KANI,2013,0
MAYO KANI,2014,0
MAYO KANI,2015,1
MAYO KANI,2016,0
MAYO KANI,2017,0
MAYO KANI,2018,0
MAYO KANI,2019,0
MAYO KANI,2020,6
MAYO KANI,2021,7
MAYO KANI,2022,5
MAYO KANI,2023,0
MAYO KANI,2024,0
MAYO KANI,2025,1
MAYO LOUTI,2000,0
MAYO LOUTI,2001,0
MAYO LOUTI,2002,0
MAYO LOUTI,2003,0
MAYO LOUTI,2004,0
MAYO LOUTI,2005,0
MAYO LOUTI,2006,8
MAYO LOUTI,2007,12
MAYO LOUTI,2008,0
MAYO LOUTI,2009,5
MAYO LOUTI,2010,0
MAYO LOUTI,2011,0
MAYO LOUTI,2012,0
MAYO LOUTI,2013,0
MAYO LOUTI,2014,0
MAYO LOUTI,2015,11
MAYO LOUTI,2016,0
MAYO LOUTI,2017,0
MAYO LOUTI,2018,0
MAYO LOUTI,2019,0
MAYO LOUTI,2020,4
MAYO LOUTI,2021,19
MAYO LOUTI,2022,0
MAYO LOUTI,2023,0
MAYO LOUTI,2024,0
MAYO LOUTI,2025,16
MAYO REY,2000,0
MAYO REY,2001,0
MAYO REY,2002,0
MAYO REY,2003,0
MAYO REY,2004,0
MAYO REY,2005,0
MAYO REY,2006,1
MAYO REY,2007,1
MAYO REY,2008,0
MAYO REY,2009,1
MAYO REY,2010,0
MAYO REY,2011,0
MAYO REY,2012,0
MAYO REY,2013,0
MAYO REY,2014,0
MAYO REY,2015,6
MAYO REY,2016,0
MAYO REY,2017,0
MAYO REY,2018,0
MAYO REY,2019,0
MAYO REY,2020,4
MAYO REY,2021,19
MAYO REY,2022,3
MAYO REY,2023,0
MAYO REY,2024,14
MAYO REY,2025,19
MAYO SAVA,2000,0
MAYO SAVA,2001,0
MAYO SAVA,2002,0
MAYO SAVA,2003,0
MAYO SAVA,2004,0
MAYO SAVA,2005,0
MAYO SAVA,2006,6
MAYO SAVA,2007,6
MAYO SAVA,2008,0
MAYO SAVA,2009,1
MAYO SAVA,2010,0
MAYO SAVA,2011,0
MAYO SAVA,2012,0
MAYO SAVA,2013,0
MAYO SAVA,2014,0
MAYO SAVA,2015,8
MAYO SAVA,2016,0
MAYO SAVA,2017,0
MAYO SAVA,2018,0
MAYO SAVA,2019,0
MAYO SAVA,2020,6
MAYO SAVA,2021,2
MAYO SAVA,2022,8
MAYO SAVA,2023,0
MAYO SAVA,2024,0
MAYO SAVA,2025,3
MAYO TSANAGA,2000,0
MAYO TSANAGA,2001,0
MAYO TSANAGA,2002,0
MAYO TSANAGA,2003,0
MAYO TSANAGA,2004,0
MAYO TSANAGA,2005,0
MAYO TSANAGA,2006,9
MAYO TSANAGA,2007,12
MAYO TSANAGA,2008,0
MAYO TSANAGA,2009,9
MAYO TSANAGA,2010,0
MAYO TSANAGA,2011,0
MAYO TSANAGA,2012,0
MAYO TSANAGA,2013,2
MAYO TSANAGA,2014,0
MAYO TSANAGA,2015,19
MAYO TSANAGA,2016,0
MAYO TSANAGA,2017,0
MAYO TSANAGA,2018,0
MAYO TSANAGA,2019,0
MAYO TSANAGA,2020,16
MAYO TSANAGA,2021,12
MAYO TSANAGA,2022,15
MAYO TSANAGA,2023,0
MAYO TSANAGA,2024,0
MAYO TSANAGA,2025,16
MAYO-BELWA,2000,0
MAYO-BELWA,2001,0
MAYO-BELWA,2002,2
MAYO-BELWA,2003,0
MAYO-BELWA,2004,0
MAYO-BELWA,2005,0
